Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Jefferson       83    81    81    83    85    84    86
Jersey          12    12    12    12    12    13    13
Jo Daviess      11    11    12    13    13    13    13
Johnson          4     4     4     4     4     4     4
Kane          1185  1308  1412  1526  1677  1803  1935
Kankakee       309   313   326   338   350   358   358
Kendall        218   235   255   266   281   291   305
Knox            36    36    41    46    47    51    51
LaSalle          0     0     0     0     0     0     0
LaSalle         46    49    49    53    54    65    67
Lake          3080  3192  3382  3509  3766  3975  4161
Lawrence         3     3     3     3     3     3     4
Lee             20    22    23    24    23    23    25
Livingston      20    20    20    20    20    21    24
Logan            4     7     7     7     7     7     7
Macon          103   103   105   106   109   119   122
Macoupin        30    30    30    30    31    32    32
Madison        306   318   324   333   335   337   365
Marion          26    28    29    33    34    34    34
Marshall         4     4     4     4     4     4     4
Mason            7    10    11    12    12    12    13
Massac           4     4     4     4     4     4     4
McDonough        7    12    13    18    18    26    35
McHenry        538   552   588   621   666   693   738
McLean          92    94    94    95    97    99    99
Menard           4     7     7     8     9    12    15
Mercer           7     7     7     8     8     8     8
Monroe          64    67    69    70    71    71    75
Montgomery      23    24    25    26    26    27    28
Morgan          18    21    22    22    24    24    24
Moultrie         4     5     5     5     5     5     5
Ogle           105   110   111   119   122   122   129
Peoria          68    78    85    86    93   101   106
Perry            9    13    18    21    24    31    34
Piatt            7     7     7     7     7     7     7
Pike             1     1     1     1     1     1     1
Pope             0     0     0     0     0     0     0
Pulaski         17    17    17    18    20    20    20
Putnam           0     0     0     0     0     0     0
Randolph       109   126   138   156   164   166   179
Richland         3     3     3     3     3     3     3
Rock Island    323   342   369   377   389   412   436
Saline           3     3     3     3     3     3     4
Sangamon       113   159   169   178   195   207   208
Schuyler         1     1     1     2     1     1     1
Scott            0     0     0     0     0     0     0
Shelby          10    10    10    10    10    10    10
St. Clair      403   434   442   475   492   507   537
Stark            1     1     1     1     1     1     1
Stephenson      16    22    29    35    45    53    63
Tazewell        37    38    40    45    41    43    47
Unassigned     338   335   354   378   363   278   257
Unassigned       0     0     0     0     0     0     0
Union            8     8    11    17    19    21    28
Vermilion       14    16    16    17    17    18    18
Wabash           1     1     1     1     1     1     1
Warren          50    53    56    62    70    75    78
Washington       8     8    10    10    10    13    13
Wayne            2     2     2     2     2     2     2
White            1     2     2     2     2     2     2
Whiteside       67    76    76    84    87    92    92
Will          2173  2254  2369  2492  2617  2796  2868
Williamson      25    28    29    31    32    32    34
Winnebago      343   365   392   442   485   521   579
Woodford        11    12    12    13    14    13    13
totals       45883 48102 50358 52918 56055 58505 61499

Indiana
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams            7     7     7     7     7     8     8
Allen          486   504   528   560   588   600   619
Bartholomew    232   238   241   250   261   266   268
Benton           6     7     8     8     8     9    11
Blackford        7     7     8     8     8     9     9
Boone          183   185   186   190   189   198   198
Brown           15    15    15    15    16    17    18
Carroll         18    18    21    22    24    25    41
Cass          1025  1101  1125  1164  1214  1224  1293
Clark          277   283   288   293   316   329   331
Clay            19    19    19    20    20    22    22
Clinton         32    35    36    38    45    47    56
Crawford        16    16    18    18    17    18    18
Daviess         45    46    47    47    47    50    51
DeKalb          15    16    18    20    20    21    22
Dearborn        85    90   103   104   117   119   135
Decatur        194   195   199   200   200   201   202
Delaware       147   152   156   176   182   198   200
Dubois          18    18    21    23    23    24    25
Elkhart        247   269   281   287   293   295   311
Fayette         25    26    28    28    28    28    29
Floyd          164   173   174   178   182   200   203
Fountain         9    10    10    11    12    12    13
Franklin        94    95    96    97    97    97    97
Fulton          23    26    26    27    30    31    33
Gibson           6     6     6     7     7     7     7
Grant          117   119   120   129   138   143   144
Greene          47    48    55    56    90    95    96
Hamilton       720   729   746   755   794   810   824
Hancock        183   204   213   218   227   229   230
Harrison       121   125   127   129   129   135   138
Hendricks      643   645   658   667   701   745   764
Henry           34    36    37    39    40    43    44
Howard         152   158   169   172   176   185   191
Huntington       9     9     9     9     9    10    11
Jackson        118   125   128   138   157   163   165
