Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Kershaw          10    10    10    10    10    10    10
Lancaster         3     4     4     4     4     4     4
Laurens           1     1     1     1     1     2     2
Lee               6     7     7     7     7     8     8
Lexington        12    12    14    15    15    16    17
Marion            1     1     2     2     2     2     2
Marlboro          0     0     0     0     0     0     0
McCormick         1     1     1     1     1     1     1
Newberry          1     1     1     1     1     1     1
Oconee            0     0     0     0     0     0     0
Orangeburg        1     1     1     1     2     2     2
Pickens           0     0     0     1     1     1     1
Richland         19    21    30    33    34    38    40
Saluda            0     0     0     0     0     0     0
Spartanburg       8     8     9     9    11    11    12
Sumter            6     7    11    11    11    12    12
Unassigned        0     0     0     0     0     0     0
Union             0     0     0     0     0     0     0
Williamsburg      0     0     0     0     2     2     2
York              3     3     3     3     3     3     3
totals          177   192   231   244   256   267   275

South Dakota
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Aurora             0     0     0     0     0     0     0
Beadle             2     2     2     2     2     2     2
Bennett            0     0     0     0     0     0     0
Bon Homme          0     0     0     0     0     0     0
Brookings          0     0     0     0     0     0     0
Brown              0     0     0     0     0     0     0
Brule              0     0     0     0     0     0     0
Buffalo            0     0     0     0     0     0     0
Butte              0     0     0     0     0     0     0
Campbell           0     0     0     0     0     0     0
Charles Mix        0     0     0     0     0     0     0
Clark              0     0     0     0     0     0     0
Clay               0     0     0     0     0     0     0
Codington          0     0     0     0     0     0     0
Corson             0     0     0     0     0     0     0
Custer             0     0     0     0     0     0     0
Davison            0     0     0     0     0     0     0
Day                0     0     0     0     0     0     0
Deuel              0     0     0     0     0     0     0
Dewey              0     0     0     0     0     0     0
Douglas            0     0     0     0     0     0     0
Edmunds            0     0     0     0     0     0     0
Fall River         0     0     0     0     0     0     0
Faulk              0     0     0     0     0     0     0
Grant              0     0     0     0     0     0     0
Gregory            0     0     0     0     0     0     0
Haakon             0     0     0     0     0     0     0
Hamlin             0     0     0     0     0     0     0
Hand               0     0     0     0     0     0     0
Hanson             0     0     0     0     0     0     0
Harding            0     0     0     0     0     0     0
Hughes             0     0     0     0     0     0     0
Hutchinson         0     0     0     0     0     0     0
Hyde               0     0     0     0     0     0     0
Jackson            0     0     0     0     0     0     0
Jerauld            1     1     1     1     1     1     1
Jones              0     0     0     0     0     0     0
Kingsbury          0     0     0     0     0     0     0
Lake               0     0     0     0     0     0     0
Lawrence           0     0     0     0     0     0     0
Lincoln            0     0     0     0     0     0     0
Lyman              0     0     0     0     0     0     0
Marshall           0     0     0     0     0     0     0
McCook             1     1     1     1     1     1     1
McPherson          0     0     0     0     0     0     0
Meade              0     0     0     0     0     0     0
Mellette           0     0     0     0     0     0     0
Miner              0     0     0     0     0     0     0
Minnehaha          6     6     8     8    16    16    16
Moody              0     0     0     0     0     0     0
Oglala Lakota      0     0     0     0     0     0     0
Pennington         1     1     1     1     1     1     1
Perkins            0     0     0     0     0     0     0
Potter             0     0     0     0     0     0     0
Roberts            0     0     0     0     0     0     0
Sanborn            0     0     0     0     0     0     0
Spink              0     0     0     0     0     0     0
Stanley            0     0     0     0     0     0     0
Sully              0     0     0     0     0     0     0
Todd               0     0     0     0     0     0     0
Tripp              0     0     0     0     0     0     0
Turner             0     0     0     0     0     0     0
Unassigned         0     0     0     4     0     0     0
Union              0     0     0     0     0     0     0
Walworth           0     0     0     0     0     0     0
Yankton            0     0     0     0     0     0     0
Ziebach            0     0     0     0     0     0     0
totals            11    11    13    17    21    21    21

Tennessee
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Anderson          1     1     1     1     1     1     1
Bedford           2     2     2     2     2     2     3
Benton            1     1     1     1     1     1     1
Bledsoe           0     0     0     0     0     0     0
Blount            3     3     3     3     3     3     3
Bradley           1     1     1     1     1     1     1
Campbell          1     1     1     1     1     1     1
Cannon            0     0     0     0     0     0     0
Carroll           1     1     1     1     1     1     1
Carter            1     1     1     1     1     1     1
Cheatham          0     0     0     0     0     0     0
Chester           0     0     0     0     0     0     0
Claiborne         0     0     0     0     0     0     0
Clay              0     0     0     0     0     0     0
Cocke             0     0     0     0     0     0     0
Coffee            0     0     0     0     0     0     0
Crockett          0     0     0     0     0     0     0
Cumberland        0     1     1     1     1     1     1
Davidson         25    25    25    28    28    28    28
DeKalb            0     0     0     0     0     0     0
DeKalb            0     0     0     0     0     0     0
Decatur           0     0     0     0     0     0     0
Dickson           0     0     0     0     0     0     0
Dyer              0     0     0     0     0     0     0
Fayette           1     1     1     1     1     1     1
Fentress          0     0     0     0     0     0     0
Franklin          1     1     1     1     1     1     1
Gibson            1     1     1     1     1     1     1
Giles             0     0     0     0     0     0     0
Grainger          0     0     0     0     0     0     0
Greene            2     2     2     2     2     2     2
Grundy            1     1     1     1     1     1     1
Hamblen           2     2     2     2     2     2     2
Hamilton         13    13    13    13    13    13    13
Hancock           0     0     0     0     0     0     0
Hardeman          0     0     0     0     0     0     0
Hardin            0     0     0     0     0     0     0
Hawkins           2     2     2     2     2     2     2
Haywood           1     1     1     1     1     1     1
Henderson         0     0     0     0     0     0     0
Henry             0     0     0     0     0     0     0
Hickman           0     0     0     0     0     0     0
Houston           0     0     0     0     0     0     0
Humphreys         1     1     1     1     1     1     1
Jackson           0     0     0     0     0     0     0
Jefferson         0     0     0     0     0     0     0
Johnson           0     0     0     0     0     0     0
Knox              4     5     5     5     5     5     5
Lake              0     0     0     0     0     0     0
Lauderdale        0     0     0     0     0     0     0
Lawrence          0     0     0     0     0     0     0
Lewis             0     0     0     0     0     0     0
Lincoln           0     0     0     0     0     0     0
Loudon            0     0     0     0     0     0     0
Macon             3     3     3     3     3     3     3
Madison           1     1     1     1     1     1     1
Marion            1     1     1     1     1     1     1
Marshall          1     1     1     1     1     1     1
Maury             0     0     0     0     0     0     0
McMinn            0     0     1     1     1     1     1
McNairy           0     0     0     0     0     0     0
Meigs             0     0     0     0     0     0     0
Monroe            1     1     1     1     1     1     1
Montgomery        2     2     2     2     2     2     2
Moore             0     0     0     0     0     0     0
Morgan            0     0     0     0     0     0     0
Obion             1     1     1     1     1     1     1
Out of TN         0     0     0     0     0     0     0
Out of TN         3     2     3     1     1     1     1
Out-of-state      0     0     0     0     0     0     0
Overton           0     0     0     0     0     0     0
Perry             0     0     0     0     0     0     0
Pickett           0     0     0     0     0     0     0
Polk              0     0     0     0     0     0     0
Putnam            5     5     5     5     5     5     5
Rhea              0     0     0     0     0     0     0
Roane             0     0     0     0     0     0     0
Robertson         0     0     0     0     0     0     0
Rutherford        9    10    11    11    11    11    11
Scott             0     0     0     0     0     0     0
Sequatchie        0     0     0     0     0     0     0
Sevier            1     1     1     1     1     1     1
Shelby           44    44    44    47    51    55    55
Smith             1     1     1     1     1     1     1
Stewart           0     0     0     0     0     0     0
Sullivan          1     1     1     1     1     1     1
Sumner           34    35    37    37    37    38    38
Tipton            0     0     0     0     0     0     0
Trousdale         1     1     1     1     1     1     1
Unassigned        0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Unicoi            0     0     0     0     0     0     0
Union             0     0     0     0     0     0     0
Unknown           0     0     0     0     0     0     0
Van Buren         0     0     0     0     0     0     0
Warren            0     0     0     0     0     0     0
Washington        0     0     0     0     0     0     0
Wayne             0     0     0     0     0     0     0
Weakley           0     0     0     0     0     0     0
White             0     0     0     0     0     0     0
Williamson        7     8     9     9     9     9     9
Wilson            3     3     4     4     5     5     5
totals          184   188   195   199   204   209   210

Texas
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Anderson           0     0     0     0     0     0     0
Andrews            0     0     0     0     0     0     0
Angelina           0     0     0     0     0     0     0
Aransas            0     0     0     0     0     0     0
Archer             0     0     0     0     0     0     0
Armstrong          0     0     0     0     0     0     0
Atascosa           1     1     1     1     1     1     1
Austin             0     0     0     0     0     0     0
Bailey             0     0     0     0     0     0     0
Bandera            0     0     0     0     0     0     0
Bastrop            2     2     2     2     2     2     2
Baylor             0     0     0     0     0     0     0
Bee                0     0     0     0     0     0     0
Bell               3     3     3     3     3     3     3
Bexar             43    44    44    48    48    48    48
Blanco             0     0     0     0     0     0     0
Borden             0     0     0     0     0     0     0
Bosque             0     0     0     0     0     0     0
Bowie              1     1     1     2     2     2     2
Brazoria           3     5     6     6     6     6     6
Brazos            16    16    16    16    16    16    16
Brewster           0     0     0     0     0     0     0
Briscoe            0     0     0     0     0     0     0
Brooks             0     0     0     0     0     0     0
Brown              2     3     3     4     5     5     5
Burleson           0     0     0     0     0     0     0
Burnet             0     0     0     0     0     0     0
Caldwell           0     0     0     0     0     0     0
Calhoun            2     3     3     3     3     3     3
Callahan           0     0     0     0     0     0     0
Cameron           14    14    16    17    18    18    18
Camp               0     0     0     0     0     0     0
Carson             0     0     0     0     0     0     0
Cass               0     0     0     0     0     0     0
Castro             1     1     1     1     1     1     1
Chambers           0     0     0     0     0     0     0
Cherokee           1     1     1     1     1     1     1
Childress          0     0     0     0     0     0     0
Clay               0     0     0     0     0     0     0
Cochran            0     0     0     0     0     0     0
Coke               0     0     0     0     0     0     0
Coleman            0     0     0     0     0     0     0
Collin            17    17    19    19    20    22    22
Collingsworth      0     0     0     0     0     0     0
Colorado           0     0     0     0     0     0     0
Comal              6     6     6     6     6     6     6
Comanche           0     0     0     1     1     1     1
Concho             0     0     0     0     0     0     0
Cooke              0     0     0     0     0     0     0
Coryell            1     1     2     2     2     2     2
Cottle             0     0     0     0     0     0     0
Crane              0     0     0     0     0     0     0
Crockett           0     0     0     0     0     0     0
Crosby             1     1     1     1     1     1     1
Culberson          0     0     0     0     0     0     0
Dallam             1     1     1     1     1     1     1
Dallas            82    94    94   104   106   110   111
Dawson             1     1     1     1     1     1     1
DeWitt             1     1     1     1     1     1     1
Deaf Smith         0     0     0     0     0     0     0
Delta              0     0     0     0     0     0     0
Denton            20    20    20    20    21    22    22
Dickens            0     0     0     0     0     0     0
Dimmit             0     0     0     0     0     0     0
Donley             0     0     0     0     0     0     0
Duval              0     0     0     0     0     0     0
Eastland           0     0     0     0     0     0     0
Ector              4     4     4     4     4     4     4
Edwards            0     0     0     0     0     0     0
El Paso           12    12    14    18    21    22    22
Ellis              5     5     6     6     6     6     6
Erath              1     1     1     1     1     1     1
Falls              0     0     0     0     0     0     0
Fannin             0     0     0     0     0     0     0
Fayette            1     1     1     1     1     1     1
Fisher             0     0     0     0     0     0     0
Floyd              0     0     0     0     0     0     0
Foard              0     0     0     0     0     0     0
Fort Bend         21    22    24    24    26    26    27
Franklin           0     0     0     0     0     0     0
Freestone          0     0     0     0     0     0     0
Frio               0     0     0     0     0     0     0
Gaines             0     0     0     0     0     0     0
Galveston         22    24    24    24    26    27    28
Garza              0     0     0     0     0     0     0
Gillespie          0     0     0     0     0     0     0
Glasscock          0     0     0     0     0     0     0
Goliad             0     0     0     0     0     0     0
Gonzales           1     2     2     2     2     2     2
Gray               0     0     0     0     0     0     0
Grayson            0     0     0     0     0     0     0
Gregg              0     0     0     0     0     0     0
Grimes             1     1     1     1     1     1     1
Guadalupe          0     0     0     0     0     0     0
Hale               4     4     4     4     4     4     4
Hall               0     0     0     0     0     0     0
Hamilton           0     0     0     0     0     0     0
Hansford           0     0     0     0     0     0     0
Hardeman           0     0     0     0     0     0     0
Hardin             3     3     3     3     3     3     3
Harris             0     0     0     0     0     0     0
Harris            84    98   109   114   122   129   133
Harrison           4     7     7     7     6     6     6
Hartley            0     0     0     0     0     0     0
Haskell            0     0     0     0     0     0     0
Hays               1     1     1     1     1     1     1
Hemphill           0     0     0     0     0     0     0
Henderson          0     0     0     0     0     0     0
Hidalgo            4     5     6     6     6     6     6
Hill               1     1     1     1     1     1     1
Hockley            1     1     1     1     1     1     1
Hood               3     3     3     3     3     3     3
Hopkins            0     0     0     0     0     0     0
Houston            0     0     0     0     0     0     0
Howard             1     1     1     1     1     1     1
Hudspeth           0     0     0     0     0     0     0
Hunt               3     3     3     3     2     2     2
Hutchinson         0     0     0     0     0     0     0
Irion              0     0     0     0     0     0     0
Jack               0     0     0     0     0     0     0
Jackson            0     0     0     0     0     0     0
Jasper             1     2     2     2     1     1     1
Jeff Davis         0     0     0     0     0     0     0
Jefferson         18    19    19    21    21    22    22
Jim Hogg           0     0     0     0     0     0     0
Jim Wells          0     0     0     0     0     0     0
Johnson            2     3     4     4     4     4     4
Jones              0     0     0     0     0     0     0
Karnes             0     0     0     0     0     0     0
Kaufman            0     0     0     1     1     1     1
Kendall            0     0     0     0     0     0     0
Kenedy             0     0     0     0     0     0     0
Kent               0     0     0     0     0     0     0
Kerr               0     0     0     0     0     0     0
Kimble             0     0     0     0     0     0     0
King               0     0     0     0     0     0     0
Kinney             0     0     0     0     0     0     0
Kleberg            1     1     1     1     1     1     1
Knox               0     0     0     0     0     0     0
La Salle           0     0     0     0     0     0     0
Lamar              0     0     0     0     1     1     1
Lamb               0     0     0     0     0     0     0
Lampasas           0     0     0     0     0     0     0
Lavaca             1     1     1     1     1     1     1
Lee                0     0     0     0     0     0     0
Leon               0     0     0     0     0     0     0
Liberty            0     0     0     0     0     0     0
Limestone          1     1     1     1     1     1     1
Lipscomb           0     0     0     0     0     0     0
Live Oak           0     0     0     0     0     0     0
Llano              0     0     0     0     0     0     0
Loving             0     0     0     0     0     0     0
Lubbock           40    43    43    43    43    43    44
Lynn               1     1     1     1     1     1     1
Madison            0     0     0     0     0     0     0
Marion             0     0     0     0     0     0     0
Martin             0     0     0     0     0     0     0
Mason              0     0     0     0     0     0     0
Matagorda          3     3     3     3     3     3     3
Maverick           0     0     0     0     0     0     0
McCulloch          0     0     0     0     0     0     0
McLennan           4     4     4     4     4     4     4
McMullen           0     0     0     0     0     0     0
Medina             2     2     2     2     2     2     2
Menard             0     0     0     0     0     0     0
Midland            5     5     6     6     6     6     6
Milam              1     1     1     1     1     1     1
Mills              0     0     0     0     0     0     0
Mitchell           0     0     0     0     0     0     0
Montague           1     1     1     1     1     1     1
Montgomery        10    12    12    12    14    14    14
Moore              3     3     3     3     5     5     6
Morris             0     0     0     0     0     0     0
Motley             0     0     0     0     0     0     0
Nacogdoches        7     7     7     7     7     7     7
Navarro            2     2     2     2     2     2     2
Newton             0     0     0     0     0     0     0
Nolan              0     0     0     0     0     0     0
Nueces             3     3     3     3     3     3     3
Ochiltree          1     1     1     1     1     1     1
Oldham             1     1     1     1     1     1     1
Orange             0     0     1     1     1     1     1
Palo Pinto         1     1     1     1     1     1     1
Panola             5     7     7     7     7     7     7
Parker             0     0     0     0     0     0     0
Parmer             0     0     0     0     0     0     0
Pecos              0     0     0     0     0     0     0
Polk               0     0     0     0     0     0     0
Potter             6     6     6     8     8     9     9
Presidio           0     0     0     0     0     0     0
Rains              0     0     0     0     0     0     0
Randall            3     3     3     3     3     3     3
Reagan             0     0     0     0     0     0     0
Real               0     0     0     0     0     0     0
Red River          0     0     0     0     0     0     0
Reeves             0     0     0     0     0     0     0
Refugio            0     0     0     0     0     0     0
Roberts            0     0     0     0     0     0     0
Robertson          0     0     0     0     0     0     0
Rockwall           1     1     1     1     1     3     3
Runnels            0     0     0     0     0     0     0
Rusk               1     1     1     1     1     1     1
Sabine             0     0     0     0     0     0     0
San Augustine      1     1     1     1     1     1     1
San Jacinto        0     0     0     0     0     0     0
San Patricio       0     0     0     0     0     0     0
San Saba           0     0     0     0     0     0     0
Schleicher         0     0     0     0     0     0     0
Scurry             0     0     0     0     0     0     0
Shackelford        0     0     0     0     0     0     0
Shelby             0     0     0     4     4     4     4
Sherman            0     0     0     0     0     0     0
Smith              3     3     3     3     3     3     3
Somervell          0     0     0     0     0     0     0
Starr              0     0     0     0     0     0     0
Stephens           0     0     0     0     0     0     0
Sterling           0     0     0     0     0     0     0
Stonewall          0     0     0     0     0     0     0
Sutton             0     0     0     0     0     0     0
Swisher            0     0     0     0     0     0     0
Tarrant           53    53    58    68    68    69    71
Taylor             3     3     3     5     5     5     5
Terrell            0     0     0     0     0     0     0
Terry              0     0     0     0     0     0     0
Throckmorton       0     0     0     0     0     0     0
Titus              0     0     0     0     0     0     0
Tom Green          1     1     1     1     1     1     1
Travis            39    42    42    47    51    51    52
Trinity            0     0     0     0     0     0     0
Tyler              0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Upshur             0     0     0     0     0     0     0
Upton              0     0     0     0     0     0     0
Uvalde             0     0     0     0     0     0     0
Val Verde          0     0     0     0     0     0     0
Van Zandt          1     1     1     1     1     1     1
Victoria           2     3     3     3     3     5     5
Walker             2     2     2     2     2     2     2
Waller             0     0     0     0     0     0     0
Ward               0     0     0     0     0     0     0
Washington        11    11    14    15    15    15    18
Webb              15    15    15    16    16    16    16
Wharton            0     0     0     0     0     0     0
Wheeler            0     0     0     0     0     0     0
Wichita            2     2     2     2     2     2     2
Wilbarger          0     0     0     0     0     0     0
Willacy            1     1     1     1     1     1     1
Williamson         6     6     7     9    10    10    10
Wilson             2     2     2     3     3     3     3
Winkler            0     0     0     0     0     0     0
Wise               2     2     2     2     2     2     2
Wood               0     0     0     0     0     0     0
Yoakum             0     0     0     0     0     0     0
Young              1     1     1     1     1     1     1
Zapata             0     0     0     0     0     0     0
Zavala             0     0     0     0     0     0     0
totals           666   719   754   812   840   863   878

Utah
date                4/28  4/29  4/30  5/01  5/02  5/03  5/04
Bear River             1     1     1     1     1     1     1
Beaver                 0     0     0     0     0     0     0
Box Elder              0     0     0     0     0     0     0
Cache                  0     0     0     0     0     0     0
Carbon                 0     0     0     0     0     0     0
Central Utah           0     0     0     0     0     0     0
Daggett                0     0     0     0     0     0     0
Davis                  2     2     2     2     2     2     2
Duchesne               0     0     0     0     0     0     0
Emery                  0     0     0     0     0     0     0
Garfield               0     0     0     0     0     0     0
Grand                  0     0     0     0     0     0     0
Iron                   0     0     0     0     0     0     0
Juab                   0     0     0     0     0     0     0
Kane                   0     0     0     0     0     0     0
Millard                0     0     0     0     0     0     0
Morgan                 0     0     0     0     0     0     0
Out of UT              0     0     0     0     0     0     0
Piute                  0     0     0     0     0     0     0
Rich                   0     0     0     0     0     0     0
Salt Lake             24    24    28    29    29    30    31
San Juan               2     2     2     2     2     2     2
Sanpete                0     0     0     0     0     0     0
Sevier                 0     0     0     0     0     0     0
Southeast Utah         0     0     0     0     0     0     0
Southwest              0     0     0     0     0     0     0
Southwest Utah         2     2     2     2     2     0     0
Southwest Utah         0     0     0     0     0     2     2
Summit                 0     0     0     0     0     0     0
Tooele                 0     0     0     0     0     0     0
TriCounty              0     0     0     0     0     0     0
Uintah                 0     0     0     0     0     0     0
Unassigned             0     0     0     0     0     0     0
Utah                   7     7     7     7     7     9     9
Wasatch                1     1     1     1     1     1     1
Washington             0     0     0     0     0     0     0
Washington County      0     0     0     0     0     0     0
Wayne                  0     0     0     0     0     0     0
Weber                  0     0     0     0     0     0     0
Weber                  0     0     0     0     0     0     0
Weber-Morgan           2     2     2     2     2     2     2
unassigned             0     0     0     0     0     0     0
totals                41    41    45    46    46    49    50

Vermont
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Addison         2     2     2     2     2     2     2
Bennington      1     1     1     1     1     1     1
Caledonia       0     0     0     0     0     0     0
Chittenden     31    31    31    32    33    34    36
Essex           0     0     0     0     0     0     0
Franklin        5     5     5     5     5     5     5
Grand Isle      0     0     0     0     0     0     0
Lamoille        2     2     2     2     2     2     2
Orange          0     0     0     0     0     0     0
Orleans         0     0     0     0     0     0     0
Rutland         1     1     1     1     1     1     1
Unassigned      0     0     0     0     0     0     0
Unassigned      0     0     0     0     0     0     0
Washington      1     1     1     1     1     1     1
Windham         2     2     2     3     3     3     3
Windsor         2     2     2     2     2     2     2
totals         47    47    47    49    50    51    53

Virginia
date               4/28  4/29  4/30  5/01  5/02  5/03  5/04
Accomack              3     4     4     4     5     5     6
Albemarle             3     4     4     4     4     4     4
Alexandria           19    20    21    21    24    26    26
Alleghany             0     0     0     0     0     0     0
Amelia                1     1     1     1     1     1     1
Amherst               1     0     0     0     0     0     0
Appomattox            0     0     0     0     0     0     0
Arlington            32    32    32    41    42    46    46
Augusta               1     1     1     1     1     1     1
Bath                  0     0     0     0     0     0     0
Bedford               0     0     0     0     0     0     0
Bland                 0     0     0     0     0     0     0
Botetourt             3     3     3     3     3     3     3
Bristol               0     0     0     0     0     0     0
Brunswick             0     0     0     0     0     0     0
Buchanan              0     0     0     0     0     0     0
Buckingham            0     0     0     0     0     0     0
Buena Vista           0     0     0     0     0     0     0
Campbell              0     0     0     0     0     0     0
Caroline              0     0     0     1     1     1     1
Carroll               0     0     0     0     0     0     0
Charles City          1     1     1     1     1     1     1
Charlotte             0     0     0     0     0     0     0
Charlottesville       2     2     2     2     2     2     2
Chesapeake            6     6     6     6     7     7     9
Chesterfield         18    19    19    20    24    24    24
Clarke                0     0     0     0     0     0     0
Colonial Heights      3     4     4     5     5     5     6
Covington             0     0     0     0     0     0     0
Craig                 0     0     0     0     0     0     0
Culpeper              2     2     3     3     3     3     3
Cumberland            0     0     0     0     0     0     0
Danville              1     1     1     1     1     1     1
Dickenson             0     0     0     0     0     0     0
Dinwiddie             0     0     0     0     0     0     0
Emporia               2     2     2     2     2     2     3
Essex                 0     0     0     0     0     0     0
Fairfax             100   114   124   134   137   153   184
Fairfax City          2     2     2     2     2     2     2
Falls Church          2     2     2     2     2     2     3
Fauquier              2     2     2     2     2     2     2
Floyd                 0     0     0     0     0     0     0
Fluvanna              5     5     5     6     6     6     6
Franklin              0     0     0     0     0     0     0
Franklin City         0     0     0     0     1     1     1
Frederick             0     1     1     1     1     1     1
Fredericksburg        0     0     0     0     0     0     0
Galax                 0     0     0     0     0     0     0
Giles                 0     0     0     0     0     0     0
Gloucester            1     1     1     1     1     1     1
Goochland             3     3     4     4     4     4     5
Grayson               0     0     0     0     0     0     0
Greene                1     1     1     1     1     1     1
Greensville           6     6     6     6     6     6     6
Halifax               0     0     0     0     0     0     0
Hampton               1     1     1     1     1     1     1
Hanover               7     9     9     9    12    12    12
Harrisonburg          9     9    11    11    11    15    16
Henrico              89    95    98   100   102   104   105
Henry                 1     1     1     1     1     1     1
Highland              0     0     0     0     0     0     0
Hopewell              0     0     0     0     0     0     0
Isle of Wight         2     2     2     2     2     2     2
James City           12    12    12    12    12    13    13
King George           4     4     4     4     4     4     4
King William          0     0     1     1     1     1     1
King and Queen        0     0     0     0     0     0     0
Lancaster             0     0     0     0     0     0     0
Lee                   0     0     0     0     0     0     0
Lexington             0     0     0     0     0     0     0
Loudoun              12    12    14    15    15    16    16
Louisa                0     0     0     0     0     0     0
Lunenburg             0     0     0     0     0     0     0
Lynchburg             1     1     1     1     1     1     1
Madison               0     0     0     0     0     0     0
Manassas              2     2     3     2     2     2     1
Manassas              0     0     0     0     0     0     0
Manassas Park         1     1     1     1     1     1     1
Martinsville          0     0     0     0     0     0     0
Mathews               0     0     0     0     0     0     0
Mecklenburg           9     9    10    10    10    10    10
Middlesex             0     0     0     0     0     0     0
Montgomery            1     1     1     1     1     1     1
Nelson                0     0     0     0     0     0     0
New Kent              1     1     1     1     1     1     1
Newport News          7     7     7     7     9     9     9
Norfolk               3     3     3     3     3     3     4
Northampton           0     0     0     0     0     0     1
Northumberland        0     0     0     0     0     0     0
Norton                0     0     0     0     0     0     0
Nottoway              0     0     0     0     0     0     0
Orange                0     0     0     0     0     0     0
Page                  0     0     1     1     1     2     2
Patrick               0     0     0     0     0     0     0
Petersburg            2     2     2     2     2     2     2
Pittsylvania          1     1     1     1     1     1     1
Poquoson              0     0     0     0     0     0     0
Portsmouth            5     5     5     5     7     8     8
Powhatan              0     0     0     0     0     0     0
Prince Edward         2     2     2     2     2     2     2
Prince George         0     0     0     0     0     0     0
Prince William       20    20    22    24    28    29    30
Pulaski               0     0     0     0     0     0     0
Radford               0     0     0     0     0     0     0
Rappahannock          0     0     0     0     0     0     0
Richmond              0     0     0     0     0     0     0
Richmond City        14    14    14    15    15    16    16
Roanoke               0     0     0     0     0     0     0
Roanoke City          0     0     0     0     0     0     0
Rockbridge            0     0     0     0     0     0     0
Rockingham            1     1     1     1     1     1     1
Russell               0     0     0     0     0     0     0
Salem                 0     0     0     0     0     0     0
Scott                 1     1     1     1     1     1     1
Shenandoah            2     2     2     2     2     2     2
Smyth                 0     0     0     0     0     0     0
Southampton           1     1     1     1     1     1     1
Spotsylvania          3     3     3     3     4     4     4
Stafford              2     2     2     2     2     2     2
Staunton              0     0     0     0     0     0     0
Staunton              0     0     0     0     0     0     0
Suffolk               5     8    12    12    13    13    14
Surry                 1     1     1     1     1     1     1
Sussex                1     1     1     1     1     1     1
Tazewell              0     0     0     0     0     0     0
Unassigned            0     0     0     0     0     0     0
Unassigned            0     0     0     0     0     0     0
Virginia Beach       10    12    12    14    14    15    15
Warren                0     0     0     0     0     0     0
Washington            3     3     3     3     3     3     3
Waynesboro            0     0     0     0     0     0     0
Westmoreland          0     0     0     0     0     0     0
Williamsburg          1     1     1     1     1     2     2
Winchester            0     0     0     0     0     0     0
Wise                  1     1     1     1     1     1     1
Wythe                 1     1     1     1     1     1     1
York                  1     1     1     1     1     1     1
totals              460   492   522   552   581   617   660

Washington
date                 4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams                   0     0     0     0     0     0     0
Asotin                  1     2     2     2     2     2     2
Benton                 38    39    40    41    41    43    44
Chelan                  5     5     5     5     5     5     5
Clallam                 0     0     0     0     0     0     0
Clark                  18    18    19    19    19    19    19
Columbia                0     0     0     0     0     0     0
Cowlitz                 0     0     0     0     0     0     0
Douglas                 1     1     1     1     1     1     1
Ferry                   0     0     0     0     0     0     0
Franklin                5     7     8     9    11    10    11
Garfield                0     0     0     0     0     0     0
Garfield County         0     0     0     0     0     0     0
Grant                   2     3     3     3     3     3     3
Grays Harbor            0     0     0     0     0     0     0
Island                  9     9     9     9     9     9     9
Jefferson               0     0     0     0     0     0     0
King                  416   429   438   447   452   457   459
Kitsap                  2     2     2     2     2     2     2
Kittitas                0     0     0     0     0     0     0
Klickitat               3     3     3     3     3     3     3
Lewis                   3     3     3     3     3     3     3
Lincoln                 0     0     0     0     0     0     0
Mason                   1     1     1     1     1     1     1
Okanogan                1     1     1     1     1     1     1
Pacific                 0     0     0     0     0     0     0
Pend Oreille            0     0     0     0     0     0     0
Pierce                 47    48    49    49    50    50    50
San Juan                0     0     0     0     0     0     0
Skagit                 11    12    12    13    13    13    13
Skamania                0     0     0     0     0     0     0
Snohomish             106   108   108   108   109   109   109
Spokane                20    20    20    21    22    22    22
Stevens                 1     1     1     1     1     1     1
Thurston                1     1     1     1     1     1     1
Unassigned              0     0     0     0     0     0     0
Unassigned              0     0     0     0     0     0     0
Wahkiakum               0     0     0     0     0     0     0
Walla Walla             0     0     0     0     0     0     0
Walla Walla County      0     0     0     0     0     0     0
Whatcom                28    28    28    28    28    28    28
Whitman                 0     0     0     0     0     0     0
Yakima                 45    45    47    47    47    47    47
totals                764   786   801   814   824   830   834

West Virginia
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Barbour         1     1     1     1     1     1     1
Berkeley        1     1     1     1     2     2     2
Boone           0     0     0     0     0     0     0
Braxton         0     0     0     0     0     0     0
Brooke          0     0     0     0     0     0     0
Cabell          0     0     0     0     0     0     0
Calhoun         0     0     0     0     0     0     0
Clay            0     0     0     0     0     0     0
Doddridge       0     0     0     0     0     0     0
Fayette         0     0     0     0     0     0     0
Gilmer          0     0     0     0     0     0     0
Grant           0     0     0     0     0     0     0
Greenbrier      0     0     0     0     0     0     0
Hampshire       1     1     1     1     1     1     1
Hancock         0     0     0     0     0     0     0
Hardy           0     0     0     0     0     0     0
Harrison        1     1     1     1     1     1     1
Jackson         9    12    12    13    15    15    15
Jefferson       0     1     1     1     1     1     1
Kanawha         4     4     4     5     7     9     9
Lewis           0     0     0     0     0     0     0
